State,Year,Summary Score,1: Opportunity,1A: Poverty,1Ai: Poverty rate,1Aii: Income of the bottom 20%,1B: Employment,1Bi: Unemployment rate,1Bii: Long-term unemployment rate,1Biii: Labor participation rate,1C: Community vitality,1Ci: Perceived community improvement,1Cii: Employment growth,1Ciii: Percent increase in businesses,1D: Education,1Di: 8th grade test scores,1Dia: Reading,1Dib: Math,1Dic: Science,1Dii: High school dropout rate,1Diiia: Prevalence of charter schools,1Diiib: Educational Freedom,2: Health & Environment,2A: Physical health,2Ai: Male life expectancy,2Aii: Female life expectancy,2Aiii: Obesity rate,2B: Mental health ,2Bi: Suicide rate,2Bii: Prevalence of worrying,2Biii: Prevalence of anger,2C: Environmental health,2Ci: Satisfaction with location,2Cii: Access to safe water,2Ciii: Access to fruits and vegetables,2Civ: Access to medicine,2Cv: Access to a safe place to exercise,3: Freedom,3A: Personal freedom,3B: Economic Freedom,4: Community & Relationships,4A: Community life,4Ai: Volunteer rate,4Aii: Religious Engagement,4Aiia: Importance of Religion,4Aiib: Religious attendance,4B: Family life,4Bi: Prevalence of marriage,4Bii: Prevalence of divorce,4Biii: Children in single parent families,4Biv: Time spent with friends and family,5: Living Standard,5A: Current living standard,5Ai: Personal income per capita,5Aii: Perceived current standard of living,5B: Improvement in living standard,5Bi: Personal income per capita growth,5Bii: Perceived improvement in living standard,5Biia: Perceived improvement in personal living standard,5Biib: Perceived improvement in personal financial situation,6: Peace & Security,6A: Violent crime rate,6B: Property crime rate,6C: Perceived local safety,6D: Trust
Colorado,2001,6.572727118262027,6.6297647721812165,6.255447688461993,5.7974346308823375,6.713460746041649,8.336776992871153,9.16249047824324,7.624595324759839,8.223245175610382,5.398493567231221,6.071999999999999,4.739860182146417,5.383620519547249,6.5283408401604985,9.510235499024967,9.649852386986376,9.544536621516857,9.336317488571668,5.850547657795783,4.224239363660743,6.058205734583883,7.705973618568,8.325509135035833,9.778426224923773,9.756970384906877,5.441130795276851,5.654211720668165,1.5656351620044953,6.819999999999999,8.577,9.138200000000001,8.943000000000001,9.588,8.815999999999999,8.941,9.403,6.000387502453355,6.054217404211414,5.946557600695297,6.41742587924757,7.039212002440661,8.386333022900416,5.692090981980906,5.699999999999999,5.684181963961813,5.795639756054478,9.116030378300357,2.146286599865595,3.8009502948293097,8.11929175122265,7.0855394700558,7.9893687192552125,8.564737438510425,7.414000000000001,6.181710220856388,7.881920441712776,4.4815000000000005,4.411,4.5520000000000005,6.111792850744363,5.821478777631145,3.960617566523609,7.55,7.115075058822701
Colorado,2002,6.472702652461486,6.427476527138942,5.9897682685752445,5.26607579110884,6.713460746041649,7.67233481498659,8.341323878778045,6.391526263146625,8.2841543030351,5.4134251555668165,6.071999999999999,3.7223291709765114,6.44594629572394,6.634377869427115,9.519789189193625,9.678513457492357,9.544536621516857,9.336317488571668,5.850547657795783,4.532796761291935,6.014037011727703,7.6676564914712175,8.159440391090968,9.741651133143712,9.785082246701807,4.951587793427385,5.705329083322684,1.7189872499680503,6.819999999999999,8.577,9.138200000000001,8.943000000000001,9.588,8.815999999999999,8.941,9.403,5.960622053048649,5.940037662253403,5.981206443843895,6.41775377233351,7.039212002440661,8.386333022900416,5.692090981980906,5.699999999999999,5.684181963961813,5.7962955422263605,9.022729703755136,2.242210419098344,3.8009502948293097,8.11929175122265,6.734658159861337,8.001734637311117,8.589469274622234,7.414000000000001,5.4675816824115575,6.4536633648231145,4.4815000000000005,4.411,4.5520000000000005,6.086714551649032,5.782036214605353,3.735585347550794,7.55,7.2792366444399805
Colorado,2003,6.351208860000561,6.34476722722184,6.013920943110403,5.314381140179157,6.713460746041649,7.326507818116478,8.168446699943267,5.222376814247505,8.588699940158662,5.297273670361062,6.071999999999999,3.8235300085469177,5.996291002536271,6.741366477299413,9.529342879362288,9.707174527998337,9.544536621516857,9.336317488571668,5.850547657795783,4.844208894740168,5.969868288871525,7.696391435437782,8.228606102105822,9.797906030420023,9.783342294392101,5.104569981505343,5.722368204207522,1.7701046126225675,6.819999999999999,8.577,9.138200000000001,8.943000000000001,9.588,8.815999999999999,8.941,9.403,5.9208566036439425,5.825857920295391,6.015855286992493,6.385164918775871,7.039212002440661,8.386333022900416,5.692090981980906,5.699999999999999,5.684181963961813,5.731117835111082,9.335423727305422,1.9072305557473581,3.562525306168898,8.11929175122265,5.982571172065205,7.98234207437325,8.5506841487465,7.414000000000001,3.9828002697571607,3.4841005395143205,4.4815000000000005,4.411,4.5520000000000005,6.158842373987765,5.858530882291739,3.8118488761797162,7.55,7.4149897374796065
Colorado,2004,6.299556987596394,6.3498209743619904,5.941462919504927,5.169465092968204,6.713460746041649,7.53766867259647,8.38454317348674,5.396126394445162,8.832336449857507,6.114033236705708,6.071999999999999,4.955276800569329,7.314822909547797,5.806119068640854,9.497746760772102,9.655761821686657,9.501160972057981,9.336317488571668,2.905055030059648,5.015555415090811,5.925699566015346,7.614094021631473,8.18618331130497,9.840314949787304,9.858436503546992,4.8597984805806105,5.517898753589449,1.1566962607683493,6.819999999999999,8.577,9.138200000000001,8.943000000000001,9.588,8.815999999999999,8.941,9.403,5.881091154239235,5.71167817833738,6.050504130141091,6.274757164482525,7.039212002440661,8.386333022900416,5.692090981980906,5.699999999999999,5.684181963961813,5.510302326524389,8.975887576630909,1.1450796834146864,3.8009502948293097,8.11929175122265,5.921892709665187,8.04179225647562,8.669584512951241,7.414000000000001,3.801993162854753,3.1224863257095063,4.4815000000000005,4.411,4.5520000000000005,6.1295433227789955,5.5537474407287934,3.8636830198679566,7.55,7.5507428305192335
Colorado,2005,6.283658694851653,6.362974905579867,5.603325476012701,4.493190205983752,6.713460746041649,8.106411426590467,8.600639647030212,6.642621673184833,9.07597295955636,6.700004884220935,6.071999999999999,6.3389002874469424,7.6891143652158656,5.0421578354953605,9.466150642181917,9.604349115374976,9.457785322599108,9.336317488571668,0.0,5.660322864304166,5.881530843159167,7.5815892596667025,8.088669025410658,9.838170195751369,9.874002776055912,4.553834104424694,5.517898753589449,1.1566962607683493,6.819999999999999,8.577,9.138200000000001,8.943000000000001,9.588,8.815999999999999,8.941,9.403,5.841325704834529,5.597498436379368,6.08515297328969,6.3169548383843654,7.039212002440661,8.386333022900416,5.692090981980906,5.699999999999999,5.684181963961813,5.594697674328069,9.290590119328987,1.4063835205917397,3.562525306168898,8.11929175122265,5.9738488962379,8.065522123830798,8.717044247661596,7.414000000000001,3.8821756686450017,3.2828513372900034,4.4815000000000005,4.411,4.5520000000000005,6.027386416099036,5.254940145078846,3.671849708635042,7.55,7.632755810682257
Colorado,2006,6.418781665139365,6.513819395015982,6.013920943110403,5.314381140179157,6.713460746041649,8.317656995748875,8.94639400469977,6.74787664071636,9.258700341830496,6.613824378456474,6.071999999999999,7.381676791389666,6.387796343979759,5.109875262748176,9.506260575233236,9.634272694242917,9.548191542885125,9.336317488571668,0.0,5.82336521301129,5.837362120302988,7.694749314075686,8.07032765005598,9.916061197288528,9.863473398917083,4.4314483539623275,5.875720292171077,2.2301608765132324,6.819999999999999,8.577,9.138200000000001,8.943000000000001,9.588,8.815999999999999,8.941,9.403,5.801560255429822,5.4833186944213566,6.1198018164382875,6.487256921357437,7.039212002440661,8.386333022900416,5.692090981980906,5.699999999999999,5.684181963961813,5.935301840274212,9.629428670353187,2.6683866220125227,3.324100317508487,8.11929175122265,6.308137248762329,8.131165983067874,8.848331966135746,7.414000000000001,4.485108514456785,4.48871702891357,4.4815000000000005,4.411,4.5520000000000005,6.288586401031322,5.274063812000443,4.615513001279567,7.55,7.71476879084528
Colorado,2007,6.404609922022075,6.570387077263511,6.065997858842694,5.26607579110884,6.86591992657655,8.311240249654164,9.16249047824324,6.877984693437029,8.893245577282224,6.405080951628346,6.071999999999999,7.035660489548269,6.107582365336769,5.499229248928844,9.546370508284555,9.664196273110855,9.638597763171143,9.336317488571668,0.5796661134258579,6.371651125076117,5.793193397446809,7.600062600390213,7.990736959617635,9.941469862326702,9.935853476335383,4.09488754019082,5.671250841553004,1.6167525246590142,6.819999999999999,8.577,9.138200000000001,8.943000000000001,9.588,8.815999999999999,8.941,9.403,5.761794806025115,5.369138952463345,6.154450659586885,6.418390298285988,7.039212002440661,8.386333022900416,5.692090981980906,5.699999999999999,5.684181963961813,5.797568594131317,9.623245699650179,2.1236366081439524,3.324100317508487,8.11929175122265,6.10056064962557,8.132021298695497,8.850042597390994,7.414000000000001,4.069100000555643,3.656700001111286,4.4815000000000005,4.411,4.5520000000000005,6.587880625117316,5.79518373561395,5.303294146532596,7.55,7.7030446183227195
Colorado,2008,6.2999258544390875,6.0588186249270555,5.779744521845878,4.686411602265024,6.873077441426731,7.851550011815209,8.730297531156296,6.052925181856531,8.771427322432798,4.738423554529678,6.071999999999999,5.971768498422787,2.17150216516625,5.865556411517455,9.54758511383906,9.647967112710301,9.658470740235208,9.336317488571668,1.354795752303788,6.6942883684095165,5.660687228878272,7.626843766440184,8.002923974228187,9.94158146137044,9.911110045892116,4.156080415422003,5.739407325092362,1.8212219752770864,6.819999999999999,8.577,9.138200000000001,8.943000000000001,9.588,8.815999999999999,8.941,9.403,5.683750895633475,5.321289024327939,6.046212766939011,6.355663140469737,7.039212002440661,8.386333022900416,5.692090981980906,5.699999999999999,5.684181963961813,5.672114278498813,9.430795932240194,1.5758441243635097,3.562525306168898,8.11929175122265,6.065278010106646,8.144073178039298,8.874146356078594,7.414000000000001,3.9864828421739955,3.4914656843479905,4.4815000000000005,4.411,4.5520000000000005,6.648439314618242,5.770083922779355,5.582352889893455,7.55,7.691320445800159
Colorado,2009,5.988244580399255,5.024486189645337,5.111480699100975,4.05844206435089,6.164519333851059,6.17408378665429,7.304060805769376,3.2385818882819555,7.979608665911538,2.6993801222525153,5.7669999999999995,2.2795645464386904,0.05157582031885651,6.113000150573572,9.548799719393562,9.631737952309747,9.678343717299272,9.336317488571668,1.819873535630547,6.970327196696606,5.528181060309735,7.4910753218536685,8.039969116807805,9.981063150648003,9.952167346737822,4.186676853037595,5.222056848753204,0.4921705462596121,6.535,8.639,9.2112,8.93,9.68,9.039,9.088,9.318999999999999,5.605706985241834,5.273439096192533,5.937974874291136,6.394864300241007,7.093501048021961,8.310780473144556,5.876221622899367,5.8,5.952443245798734,5.696227552460053,9.209317133446472,2.418528682243326,3.324100317508487,7.832964076641927,5.228835168895384,8.114988191269441,8.555976382538883,7.6739999999999995,2.342682146521327,0.34936429304265354,4.336,4.12,4.5520000000000005,6.64456303660782,5.950563529351922,5.817720617879636,7.513,7.296967999199719
Colorado,2010,5.989157941070268,4.877713625165686,4.726147296514718,4.05844206435089,5.393852528678545,5.009550496655135,6.915087153391125,0.6821378174851562,7.431426519089122,3.074023379898413,5.716,0.6814952988321535,2.8245748408630855,6.701133327594481,9.65345306321777,9.724660302495518,9.751927708627615,9.483771178530173,3.0600809578352344,7.389865961730439,5.528181060309735,7.579586213521129,7.795197615883073,9.981063150648003,9.952167346737822,3.4523623502633964,5.7237610246803134,1.4122830740409402,7.037,8.722,9.2198,8.811,9.64,9.120999999999999,9.159,9.368,5.524937863121169,5.409234310708149,5.64064141553419,6.351578939116577,6.916033966659413,8.210043740136744,5.622024193182082,5.6000000000000005,5.6440483863641635,5.787123911573742,9.272792166161311,2.85910410295748,2.847250340187666,8.169349036988512,5.475250746560168,8.074915073160565,8.60383014632113,7.545999999999999,2.875586419959772,0.6686728399195444,5.0825,4.732,5.433,6.586857139697411,6.1310431359244895,5.811769870265879,7.502,6.902615552599279
Colorado,2011,5.985861626707759,4.913055382447466,4.496370919170931,3.623693922718029,5.369047915623833,5.080600917705195,7.087964332225904,1.270594048622967,6.883244372266716,3.184087908524282,6.077,0.65068888470976,2.8245748408630855,6.891161784389456,9.758106407041977,9.817582652681292,9.82551169995596,9.631224868488678,3.0600809578352344,7.855297988291155,5.528181060309735,7.5921834427777,7.866589303652788,9.981063150648003,9.952167346737822,3.6665374135725375,5.625761024680313,1.4122830740409402,6.8149999999999995,8.65,9.284200000000002,8.937000000000001,9.717,9.133,9.238,9.396,5.444168741000505,5.545029525223765,5.3433079567772435,6.335471338660086,6.951595434448268,8.210043740136744,5.693147128759792,5.699999999999999,5.686294257519585,5.719347242871904,9.099834462997126,2.074016862191784,3.0856753288480774,8.617862317450628,5.413561697333645,8.095949985653544,8.602899971307085,7.589,2.731173409013746,0.49534681802749186,4.9670000000000005,4.7379999999999995,5.196000000000001,6.6744097244251765,6.242199449906271,5.9357959784262615,7.7139999999999995,6.805643469368173
Colorado,2012,6.1041404493760885,5.3616263362200725,5.0094573607465405,4.253475044463531,5.7654396770295495,5.451851104972186,7.347280100478071,2.490483606720052,6.517789607718435,4.097139585437826,6.285,3.181843915450392,2.8245748408630855,6.888057293723738,9.748792935044825,9.82434598645193,9.790807950193871,9.631224868488678,3.0600809578352344,7.855297988291155,5.528181060309735,7.637093762247832,7.886986928729848,9.981063150648003,9.952167346737822,3.7277302888037207,5.718094358013647,1.4122830740409402,7.058999999999999,8.683,9.3062,8.969000000000001,9.702,9.229999999999999,9.137,9.493,5.444168741000505,5.545029525223765,5.3433079567772435,5.993769969769028,6.946679434501984,8.26041210664065,5.632946762363318,5.699999999999999,5.565893524726637,5.040860505036072,9.102046659166636,1.522487059609689,2.847250340187666,6.691657961180296,6.14379196309347,8.175947340781084,8.608894681562166,7.743000000000001,4.111636585405855,2.7567731708117105,5.4665,5.327000000000001,5.606,6.620351312991978,6.307937054949258,5.795796810881589,7.6690000000000005,6.708671386137067
New York,2001,5.453406258825808,4.7967620402423155,3.714613430954984,3.140640432014849,4.288586429895119,6.072149613201797,8.6870782364476,6.666128640922104,2.8632419622356875,4.524423347996447,4.979,4.137114268701402,4.457155775287941,4.875861768816034,9.24211543197908,9.582652168800363,9.23553944267577,8.908154684461108,5.385469874469025,0.0,5.481373686477733,7.9731951407073085,7.730128279636489,9.648131134493005,9.753330540381556,3.788923164034904,7.311457142485438,6.677371427456317,6.761999999999999,8.495000000000001,8.878,8.097,9.397,8.887,9.167000000000002,8.842,3.324366783278598,4.983072725405833,1.6656608411513623,5.382120886088833,5.250872771135144,4.835363184375014,5.666382357895275,5.6000000000000005,5.732764715790548,5.513369001042521,8.179692804194817,4.325624983528696,1.6551253968856103,7.89303281956096,5.400984014296663,7.106643616378484,7.279287232756969,6.934,3.695324412214842,3.0891488244296847,4.3015,3.76,4.843,5.81504126068921,3.861302918167495,6.241789684670437,7.140000000000001,6.017072439918906
New York,2002,5.394102990317989,4.129167952734398,3.762918780025302,3.237251130155485,4.288586429895119,5.299261321717479,8.125227405234572,4.726587215408037,3.0459693445098277,4.274430976437119,4.979,3.312623719088476,4.531669210222879,3.1800607327576906,9.270567940398385,9.574984845828995,9.328564290905053,8.908154684461108,0.26961425787468707,0.0,5.481373686477733,7.985151165838961,7.731918113261766,9.709139894482941,9.789480594114229,3.6971338511881284,7.345535384255117,6.779606152765352,6.761999999999999,8.495000000000001,8.878,8.097,9.397,8.887,9.167000000000002,8.842,3.190654890281645,4.846841272110306,1.534468508452984,5.46219996942183,5.250872771135144,4.835363184375014,5.666382357895275,5.6000000000000005,5.732764715790548,5.6735271677085155,8.414650406296508,4.492875059430572,1.8935503855460205,7.89303281956096,5.626578472753371,7.184420693667928,7.434841387335855,6.934,4.068736251838814,3.8359725036776275,4.3015,3.76,4.843,5.883594794717981,4.064491879209459,6.381788852215111,7.140000000000001,5.94809844744735
New York,2003,5.4110238889029825,4.344475675167957,3.6904607564198253,3.092335082944531,4.288586429895119,4.973939352821301,8.038788815817183,4.080696407835742,2.8023328348109784,4.433684361233588,4.979,2.632773417890852,5.689279665809912,4.279818230197114,9.318277157749002,9.625087649651565,9.421589139134333,8.908154684461108,2.7500291022840626,0.7711484305582778,5.481373686477733,8.006021917297163,7.72637388409701,9.754325962467329,9.819451151482344,3.6053445383413547,7.413691867794475,6.984075603383425,6.761999999999999,8.495000000000001,8.878,8.097,9.397,8.887,9.167000000000002,8.842,3.056942997284693,4.71060981881478,1.4032761757546057,5.413276899651937,5.250872771135144,4.835363184375014,5.666382357895275,5.6000000000000005,5.732764715790548,5.575681028168729,8.350714148346647,4.403851747881697,1.6551253968856103,7.89303281956096,5.5437132359198,7.225100471705342,7.516200943410683,6.934,3.8623260001342565,3.423152000268513,4.3015,3.76,4.843,6.031362810521593,4.4326224674501935,6.478097004385105,7.140000000000001,6.07473177025107
