State,Year,1: Opportunity,1A: Poverty,1B: Employment,1C: Community basics,1Cii: Communications infrastructure,1D: Entrepreneurship,2: Health & Environment,2A: Physical health,2B: Mental and emotional health,2C: Environmental health,3: Freedom,3A: Political freedom,4: Community & Relationships,4A: Community life,4Aii: Religious Engagement,4B: Family life,4Bi: Prevalence of marriage,4Bii: Prevalence of divorce,5: Living Standard,5A: Current living standard,5Aii: Perceived current living standard,5B: Improvement in living standard,5Bii: Perceived improvement in living standard,6: Peace & Security,Summary Score
Slovak Republic,2005,5.945806075683905,8.691448813168726,3.0948698216562125,5.1129944107100895,5.1129944107100895,7.941409426054779,7.121985623475989,8.759705310196583,,8.016231110029603,7.510357305201446,,4.892958300628593,,,5.992320744785561,,,5.009846881664065,,,,,7.1807182813484385,6.281069295982248
Slovenia,2005,7.216990860558819,9.435636914893045,4.974303265055438,8.305746224990695,6.645638164267105,7.019448900122827,7.516716773316632,9.198836404036303,,7.0632946725655215,9.246522990042015,,4.948283536398416,,,6.32045463321633,,,5.915335336946991,,,,,7.603901343337548,7.0637371855446816
Solomon Islands,2005,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,2005,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2005,5.220376220222385,4.832116760782324,1.3828615990777933,6.29065536832569,3.8244066457422874,7.852522631660979,6.479410172578441,7.096764833620571,,3.7164901446060674,8.328200287370692,,,,,,,,4.998973156653724,,,,,6.519506984483398,6.037192166423196
Spain,2005,7.175565516128745,8.823165739044567,4.141058685422735,8.570928876459941,7.366788752919884,8.16209851844965,8.579199398793362,9.426821278684034,,8.054062465628467,8.262995392847664,,5.009281104068148,,,7.169862260097087,,,6.221840973403812,,,,,7.398991309575168,7.117893584570966
Sri Lanka,2005,5.703105458661599,5.072204648035369,4.233206608062656,4.997496691539093,0.9166327830781851,7.774223171734425,5.464744545765551,7.540853252177284,,3.7447505132304095,5.16919734638887,,,,,,,,5.782870111590188,,,,,4.983973967561122,5.403206926128388
St. Kitts And Nevis,2005,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,2005,5.503054091801049,5.000895020138851,3.8735385276813368,4.241155930049087,4.241155930049087,8.896626889334922,7.302577881861516,8.44000006629899,,6.165155697424038,10.0,,5.160462461338584,,,5.160462461338584,,,5.771287028090829,,,,,7.220673416403747,6.826342479915954
St. Vincent And The Grenadines,2005,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,2005,4.50846067582103,,2.4536400542531847,3.4340618578487483,0.2520867156974968,7.6376801153611575,3.816227357977634,5.898432440389824,,1.7340222755654426,,,,,,,,,4.243735515553313,,,,,1.387359526395405,2.7911566151494767
Suriname,2005,4.244045268103172,5.354943134004821,3.5896864732098037,5.796823074975125,2.508268149950249,2.234728390222939,6.503767367072648,7.822614918529883,,5.1849198156154115,8.88888888888889,,4.676919136506684,,,4.676919136506684,,,6.12888000234054,,,,,6.913636515606277,6.226022863086367
Swaziland,2005,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,2005,8.5081959041702,10.0,5.277485524791316,10.0,10.0,9.449995847602496,8.520378439972115,9.452842293817824,,8.349797589316076,9.418614751380925,,2.681523474309385,,,4.3826173572607265,,,7.115656539233322,,,,,8.211678588367995,7.410487168298499
Switzerland,2005,8.347910794979256,10.0,6.325236632026241,9.460984309798004,9.460984309798004,8.052685415168432,8.459852366976781,9.46610016656835,,8.349797589316076,8.439622263019034,,4.941058418908573,,,5.51243568661311,,,6.221112420989537,,,,,8.58838968380993,7.493969085480961
Syrian Arab Republic,2005,5.416913798754212,6.135516468411339,3.0239851724428024,4.48823575336047,0.8461135067209407,8.019917800802236,6.725170784208279,8.654693384505286,,4.795648183911271,1.3644031679443929,,,,,,,,4.93736450748759,,,,,5.004380077137101,4.714024648613829
Taiwan,2005,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,2005,5.070759027147082,4.1744610977762,5.670498414452078,5.0896692840597915,0.2225858408468544,5.718646555938702,5.31513712740115,5.923287912068261,,3.2520647163689893,3.9416666666666655,,5.188270006301477,,,6.69402430023046,,,5.591227460728349,,,,,5.79098040046859,5.148915841854884
Tanzania,2005,4.804517064125758,1.7375361298312073,8.44826520585939,3.6429956543036015,0.4040338086072022,6.06961551116278,4.779890578150686,5.5394792065180125,,1.8567306987654084,6.093121200612218,,,,,,,,4.120577997464461,,,,,5.608145509222152,5.00834265113169
Thailand,2005,7.367745253549549,6.7191367289411,7.705593783922005,5.966580675127036,2.5825133502540707,8.04058131532809,7.13802115322872,8.335015694645799,,4.92218309211083,7.47426940427945,,5.674423885839773,,,6.288351067405802,,,5.759467010479476,,,,,5.598729017758351,6.4477163060289095
Timor-Leste,2005,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,2005,5.546139106798643,,9.007389739290796,3.0252961717027507,0.4236015100721682,5.367466773270773,4.9363358587422645,6.062319460647285,,1.4771738594515418,5.4348888404294255,,,,,,,,2.440745862582173,,,,,4.439933045535138,4.729114891560716
Tonga,2005,6.961919564038546,,6.346912621292043,5.79735352743109,1.6939919548621791,8.741492543392505,6.401492676173412,8.259866573780245,,4.543118778566579,5.0,,6.078981719158423,,,6.078981719158423,,,4.65756836540522,,,,,5.414635758020285,5.752433013799315
Trinidad And Tobago,2005,6.643997030543638,7.4876094889099845,5.338276578650735,6.862054680803611,3.8789360758929385,7.686484235498942,6.897832078995198,7.817444096034139,,5.1182175139600625,7.963547699876744,,4.775533690579659,,,4.719829174226375,,,6.073678982535387,,,,,5.9749836183388805,6.404183007543561
Tunisia,2005,5.860130975704182,6.78875350202863,1.8813770350482535,5.294998288601976,3.0638499105372854,9.475395077137872,6.778854889281471,8.624217183309753,,4.933492595253188,2.754590143862946,,,,,,,,6.0523511112813715,,,,,6.105471850924245,5.5102797942108435
Turkey,2005,6.099980855395701,7.107692745443524,2.592262915558414,6.339821493435596,3.856736986871192,9.376149342626535,6.57317815184959,8.462791861044415,,5.002615455017364,4.818988178593032,,6.799477705464607,,,7.2654138499297956,,,5.359559808803208,,,,,5.383871574476454,5.849437313331844
Turkmenistan,2005,4.5308124434784025,4.20860859940173,4.302133789974534,5.0816949410589425,0.2336666321178839,,6.553220520946361,7.276054092994258,,5.80302214233462,,,5.603085202860598,,,5.603085202860598,,,6.075442279800504,,,,,4.720798621779996,4.5803392497306685
Tuvalu,2005,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,2005,5.101532596457824,2.3110387638455014,8.191532230240842,3.650779909837022,0.24501081967404384,7.173223328399757,4.667288271405775,5.635549559968764,,2.1912692920187706,4.002522375341676,,,,,,,,3.4489029227974752,,,,,4.692849340199435,4.252832566928369
Ukraine,2005,6.0083224819459895,7.337925410744463,4.692036920430839,6.695071904509204,3.435569609018409,7.814500215380212,6.3243664986621875,8.31190276310669,,5.656769709510549,5.858101211285564,,3.5505043469020805,,,4.760649971112909,,,4.514723694619574,,,,,5.049055793254477,5.232507450016274
United Arab Emirates,2005,7.771693209397781,,7.734252986655617,7.325805694327967,5.648227388655933,8.665454138131235,8.142607907084077,8.760212526205109,,7.146925411673887,3.6554429220901485,,,,,,,,7.83898732959513,,,,,7.965223751113036,6.932135687531564
United Kingdom,2005,8.006343062425781,9.221628389577933,5.653832922991494,8.353872549569797,8.353872549569797,9.551101916111456,8.707258081028291,9.316950129523175,,8.349797589316076,9.50217721980608,,3.2220640084373375,,,4.2540691565169055,,,6.848685752179964,,,,,7.706752212035135,7.328025924697428
United States,2005,7.944026627658548,10.0,5.946944739884448,7.141068621970003,7.141068621970003,9.78547724924907,8.366073716134824,9.192460822018159,,7.909472276455879,9.334192498724208,,4.452379420828027,,,4.187626283003576,,,6.715757337814405,,,,,6.461149462689977,7.2098807638571225
Uruguay,2005,6.2058161213654515,6.95334934223504,4.280849005777694,5.951619398080657,2.134353996161316,7.486894608815477,7.766622283402577,8.887202291809096,,7.293737822794019,8.984997170348658,,3.8102549086562107,,,4.914465498389737,,,5.3896998279905,,,,,6.880959267743157,6.496884719829589
Uzbekistan,2005,5.681419951648168,3.6806588751342315,4.134088738404972,5.026640421980986,0.15309457123469722,8.26460789174013,6.648441263907392,7.500222389736105,,4.3088782888880255,,,4.7529929581815145,,,6.750930839051918,,,5.585615966026941,,,,,4.63066548708119,4.899410192295935
Vanuatu,2005,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, Rb",2005,5.44072496765976,5.776077847174287,4.882942381053278,6.093852308788352,2.7447339509100384,4.82022095285681,7.638571264047876,8.631566476519176,,5.591070334967248,5.222960405521493,,,,,,,,5.45404212972605,,,,,4.732252135691284,5.406036603553609
Vietnam,2005,6.13427641265321,3.865177271532297,7.976927208337409,4.911077069667343,0.6609347756983235,7.3344578497323525,6.12591699786475,8.141609951737731,,2.6230015457247187,2.7083333333333335,,5.502214826687739,,,8.168810945874734,,,6.677413733866085,,,,,6.907870772143981,5.669012067263218
Virgin Islands (U.S.),2005,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank And Gaza,2005,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",2005,3.546303590085784,4.197652790576758,1.6502256423706563,3.104487617812183,0.5841885213386521,4.190640025394458,4.7680849778567564,5.925861320238099,,1.8184222789601445,3.291666666666666,,,,,,,,4.082554349781353,,,,,5.169451292182399,4.330634392109634
Zambia,2005,4.98407233708088,1.9850829224081945,5.602764527160585,3.4448776102479877,0.43808902049597453,7.901058547794555,4.7386862768303475,4.256456501895253,,2.147915132247332,4.317440392433813,,,,,,,,4.1324771833933,,,,,5.340856162025189,4.561232408027186
Zimbabwe,2005,6.278859870896222,,8.433455142198907,4.32226800696766,0.28847896130373996,6.926440838335088,4.63526576947471,5.197837824978066,,2.6761313821469095,1.316846292688414,,,,,,,,,,,,,4.435079436240104,3.767547498754245
Afghanistan,2004,2.721230198920951,,1.2533195655733367,0.967333464068974,0.11889892813794826,5.382138675211772,4.799874600223173,5.756849858123769,,1.4080958141767643,2.525,,,,,,,,1.5832346670275856,,,,,4.408976487617335,3.5292438443924534
Albania,2004,5.437188124611331,6.985443784563685,2.8295346567793604,5.9409344588538175,2.1294717748504923,6.973285227618472,7.292443500650294,8.434149486410966,,6.365738188198847,6.705015127014034,,5.348347931899005,,,8.172144302591857,,,5.127562515153406,,,,,5.91296126141808,5.977305618854593
Algeria,2004,4.801900723921226,5.9581251889169335,0.34421459770168233,3.9724823806016967,0.8188557612033928,8.93278072846459,6.554158328311216,8.268571956687442,,4.8397446999349905,2.4412140956779123,,,,,,,,5.969519521416956,,,,,3.6939412380868792,4.692146781482839
Andorra,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,2004,4.045064669460709,2.8238773088678872,6.750786854263939,3.537119021510864,0.24498604302172794,2.9929728549852688,4.274008318648271,4.078344885771555,,1.7722697980821414,5.125,,,,,,,,4.61586653450078,,,,,4.168172075728385,4.436766867793048
Antigua And Barbuda,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2004,5.95075258608351,6.39176999176912,4.117839034389254,5.944982299355004,2.1506697987100085,8.361437928102557,7.444984357597518,8.812046660241961,,5.460107744668947,8.00489895822919,,4.539306914953592,,,5.762921154054952,,,4.7175642928109305,,,,,5.461556138287469,5.990675568018463
Armenia,2004,5.161997841675852,5.205222787124005,2.2470924425044636,5.1512088634765165,0.35736212695303293,8.011420821546595,6.543113099995362,8.215515553135038,,3.9962637059602435,4.5791666666666675,,5.17688226782004,,,6.712220430884566,,,5.376869610078003,,,,,5.654794290848701,5.414138166343255
Aruba,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2004,7.217824909159015,8.75102896094921,5.7076561294598385,5.357445066226472,5.357445066226472,9.86657857044189,8.400366061121677,9.423539176765757,,8.349797589316076,9.451333745200012,,3.3569762888310164,,,4.548604658867218,,,6.979746354459972,,,,,8.587650629309387,7.336388460413633
Austria,2004,7.537198274705628,10.0,5.182223549533354,7.167992854490786,7.167992854490786,7.908813258811003,8.241534261793586,9.316960201580287,,8.345266622347973,8.414878814796896,,5.434444265817446,,,6.294850523707958,,,6.09430884141953,,,,,8.600611878869369,7.3833020599930705
Azerbaijan,2004,5.286559761373025,6.076636079042816,5.2902644917210235,5.420759351918187,0.9117068288363768,5.1311975857536565,6.069743786891096,7.799028712349307,,2.796679678173984,2.916666666666667,,4.580147424595388,,,6.774840084519291,,,6.157559323214341,,,,,5.61833214295059,5.0587998380272
"Bahamas, The",2004,,,,,,,8.012361091186555,8.697328307877195,,7.3273938744959155,9.223192370908128,,4.7884840308259475,,,4.7884840308259475,,,5.8941167134510515,,,,,7.527933245299219,6.926131657092168
Bahrain,2004,,,,,,,,,,,4.7510040159679185,,,,,,,,6.1313592385540225,,,,,7.436089988415191,5.62641594779038
Bangladesh,2004,5.012473276499238,2.1156338812778808,6.789101660849842,2.5810128950130284,0.10599709002605753,7.016724003166025,5.175544010611887,7.137586891061726,,1.6952084847220756,5.281012106691475,,,,,,,,4.397643013465025,,,,,5.102510390226341,5.295181313892146
Barbados,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,2004,5.576940276259528,7.668491822216841,3.389890401732232,5.580130069729583,1.1998706394591656,6.160710534199318,6.361643026377125,8.471221711397614,,6.5638766466373575,2.0666666666666664,,2.4433850249593188,,,3.385843445590714,,,5.538935326194491,,,,,5.0755108289694935,4.434875024688326
Belgium,2004,7.4506751438766745,10.0,3.770892190136082,7.848372513856155,7.848372513856155,8.680243804586366,8.188718361203966,9.309804039849219,,8.334742845023712,9.609942523087653,,3.2540262785218768,,,4.418874828282343,,,5.747994066766643,,,,,8.135953799090656,7.049233455369372
Belize,2004,4.85471401068612,5.687921880439946,4.535621198308261,4.340598953310152,1.6513559066203045,,6.457204226838371,8.47791480877296,,4.436493644903783,8.803504273402101,,6.999645739366513,,,6.999645739366516,,,5.779517066327385,,,,,4.997701648382458,6.315381160833824
Benin,2004,4.508221982332292,2.4405278320483634,7.680035767672369,1.748111930976372,0.32822586195274445,6.465837039085381,5.015866089542844,6.308283634687692,,1.6811714620631977,7.5254893164732986,,,,,,,,3.2733617022254897,,,,,6.488056307871776,5.336651348157805
Bermuda,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,2004,5.673617806450323,5.027301858646935,6.82511164181898,4.976110008251106,1.0788635165022118,5.48696114870192,5.709382165964925,6.402615253631862,,2.6487820034335194,7.401971896909707,,,,,,,,4.668768329679859,,,,,5.5576840034164245,5.72332506763964
Bosnia And Herzegovina,2004,4.967912646893874,7.209751497029864,0.26351898516312916,5.85857465439502,2.0021294906082225,6.290771483922482,6.8667613113295065,8.791697921381283,,5.290796392508976,2.9829545454545454,,5.0365786562447274,,,7.114935322327929,,,4.819968541869306,,,,,6.45160763085108,5.131789478424732
Botswana,2004,5.1243216469911195,4.2899154614314705,4.238013467046993,4.829438187539418,1.4912286250788358,6.355238151436863,5.67254118197027,5.618971253790042,,3.6242877589900164,8.404222435195482,,,,,,,,5.493321032417463,,,,,7.778416870989447,6.1489817995632015
Brazil,2004,5.573303962746415,5.867267580337968,5.724706334745956,5.548405273466642,2.235186546933284,4.819957274154749,7.109762363956999,8.358296282421868,,4.284513107581936,7.84836996174761,,,,,,,,5.059093949664877,,,,,5.843245890880061,6.227149083779126
Brunei Darussalam,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2004,5.798573913273524,7.708448543093535,2.903964549354254,6.525059578186379,3.2252971563727573,7.435309173616102,7.670079695075191,8.542066951077729,,8.349797589316076,6.130934538905155,,3.962615452099693,,,6.317054430500548,,,4.522252392500443,,,,,6.0904774418067475,5.696261668215104
Burkina Faso,2004,4.3882197907133085,2.1568926423433714,8.619585182469567,1.2103729376084384,0.15191387521687727,6.123379889615867,4.473313637415001,5.120186655624316,,1.5074656912358846,5.866666666666668,,,,,,,,3.8527744924129648,,,,,5.719317444717364,4.918497051897885
Burundi,2004,5.288717507311366,1.6865345397942295,9.003872903974608,3.694020546308498,0.07546659261699794,6.770442039168135,3.1472359260368874,4.1019488980681995,,2.192522954005575,5.318399607171371,,,,,,,,2.0088081414528127,,,,,1.562739054150844,3.438787303603615
Cambodia,2004,4.844807693068723,2.975192716200609,8.418817771852904,3.8535743800721285,0.346153760144257,2.50831939833155,4.577811308889176,6.105501889141437,,1.5251048630960353,5.0,,,,,,,,5.27419215126202,,,,,5.916466644641397,5.048587320168514
Cameroon,2004,5.200134322243775,5.0156966422230305,6.41226277753567,3.7209131740226313,0.47115149090240604,5.735861695949055,4.698277654111482,5.752725087050926,,1.7345007292536039,5.204702275284022,,,,,,,,3.870223742837299,,,,,5.321512504606204,4.945803088281068
Canada,2004,7.487978127592913,10.0,5.772325360242702,5.942493399790633,5.942493399790633,9.056312395678404,8.596083211153946,9.406787148109292,,8.349797589316076,9.577252816758703,,5.003741261956622,,,5.396785639236907,,,6.926466538309854,,,,,8.497218005867774,7.680440228483468
Cape Verde,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,2004,3.293289210425344,1.9884540297088482,7.620019743238377,1.4533623948801693,0.06858178976033845,3.13591320528119,4.136727384255007,4.372002483847191,,1.310126501317452,2.855472854979246,,,,,,,,5.05743986794596,,,,,4.520110624311793,4.256200863417088
Chile,2004,6.444837717798684,7.085430158590014,3.97998184496996,6.653900684482762,3.638393035632194,8.356615521941263,7.674962229825,9.184707258755896,,6.206296011152045,9.003400431766456,,,,,,,,5.9310815375069295,,,,,7.124413820266851,7.159004277161024
China,2004,6.338912076321935,4.519357512989062,7.192951675171544,5.50570966121405,1.7512279224281002,8.137629455913087,5.874061644707011,8.019598690512188,,1.9891715817941433,1.8005428415361624,,5.164597541423122,,,5.164597541423122,,,6.208234289504465,,,,,5.034546915979626,5.067516420482275
Colombia,2004,5.826868995057121,5.03627465653822,4.370300131062455,5.318934056211855,1.3574901124237098,8.13869644357729,6.8869724535266235,8.429753595695246,,3.8919781567942864,6.556942666649404,,,,,,,,5.197483284205454,,,,,3.5167961932236818,5.5560241594470705
Comoros,2004,2.806935203984414,2.9444087482090993,1.888368618383312,3.58802824536083,0.07074985435802295,,3.303664286881583,4.648638742388492,,1.9586898313746737,3.333333333333333,,,,,,,,2.8744975300701356,,,,,5.976216371750329,3.6589293452039584
"Congo, Dem. Rep.",2004,3.6361831028308234,,7.086876957403039,3.3040413883200124,0.18915627664002418,0.5176309627694208,2.880779073453883,4.765070963030641,,0.9964871838771252,4.470283908401051,,,,,,,,2.6633179352502263,,,,,1.37300654189941,3.0047141123670786
"Congo, Rep.",2004,4.368175693444514,,6.4146985826685485,0.5882017753555697,0.5882017753555697,6.101626722309424,3.5011767645065004,5.414968242159888,,1.5873852868531122,5.785795351146222,,,,,,,,4.184471842918464,,,,,5.899243949057789,4.734349841681214
Costa Rica,2004,6.193231446781997,6.558022284839031,5.150091651327426,5.411598735222567,1.2858391977178614,7.240913195660332,7.564733479190928,9.173583333339545,,5.240916146128126,9.131196620373498,,5.43200579666274,,,5.973838727449947,,,4.920380119331832,,,,,6.735384673079574,6.659252947096077
Cote D'Ivoire,2004,4.823903841514378,4.087035888880968,6.384477169148875,2.8346921259466775,0.499790070075174,5.989410182080992,3.7864373659340624,5.489164446086485,,2.08371028578164,4.808333333233009,,,,,,,,2.9374512755680344,,,,,3.2357833415024286,3.9183818315503833
Croatia,2004,6.426621641160462,8.496885642208355,2.8803515673223683,6.661691537636733,3.486694475273466,8.098644501584621,7.175856180834415,8.87102456529897,,6.543663795079165,6.164957477812499,,4.828190039134034,,,6.793992289000596,,,5.181454907597195,,,,,6.990214469385007,6.136649322308202
Cuba,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,2004,5.929641227383529,,5.960880798392298,6.751333070362336,3.766059140724673,,8.877071439028418,9.229469864163036,,8.349797589316076,9.130677814023867,,5.822949148009719,,,7.0753246640615775,,,5.379536324979159,,,,,8.074697651927217,7.201120121870425
Czech Republic,2004,6.701750423624881,9.59061926857612,4.618860230640119,5.471867648067825,5.471867648067825,8.485725801151577,7.603551099848509,9.004314069119356,,7.220213192030484,8.057189293631689,,2.966721306629776,,,4.5286572002525185,,,5.383008050775373,,,,,6.569186289881033,6.206101108794635
Denmark,2004,8.518050391625108,10.0,6.011995480773858,8.843659238107739,8.843659238107739,9.76408584014576,8.44300421879747,9.165142995031498,,8.349797589316076,9.522431951948613,,3.276641390589913,,,5.6412850064158855,,,6.845340232529107,,,,,9.334372550036953,7.65807672163989
Djibouti,2004,1.831380330616131,4.433163630867856,0.8307143574394342,0.23026300354110282,0.23026300354110282,,4.229804225451205,5.060142255522374,,3.399466195380036,3.8888888888888893,,,,,,,,4.0131972061980745,,,,,5.997617262944964,3.972550092779792
Dominica,2004,4.170519220620629,,4.181340900282601,4.159697540958657,4.159697540958657,,6.425598104449799,8.922565296063674,,3.928630912835925,10.0,,4.924864411650219,,,4.924864411650219,,,5.7237782628084615,,,,,6.73396000839314,6.329786667987041
Dominican Republic,2004,5.307709069786338,5.80693663014259,3.260599962618105,5.149550715416009,1.5495348308320183,6.846763783887612,6.551980311132704,7.750860694445798,,3.8437407808972863,7.08693782318701,,5.262929094730592,,,5.343129800811846,,,4.362915500806401,,,,,5.624638402721638,5.666939233060158
Ecuador,2004,5.791124911282776,5.730425936841195,5.975997778582515,5.097140459362771,1.4354434187255423,6.304867169993473,6.831855804608599,7.892800570249926,,4.425680278078313,7.080190383870194,,,,,,,,4.517105223818004,,,,,5.769193650958293,5.901667684796002
"Egypt, Arab Rep.",2004,5.131016714345383,6.151705739207415,2.6685422008009843,3.7707828134743204,0.5764771825041972,7.783564323581726,7.445142334363544,8.089923890302348,,5.482108324186501,3.72774695303416,,,,,,,,5.638885628792442,,,,,5.23762550881901,5.736450226607248
El Salvador,2004,4.971946049228042,5.787208223974431,4.927065749665223,4.8438211855069255,1.7050583710138514,3.9526973179904474,6.533525211252915,8.332475923558878,,3.7594604648995067,7.813405806426952,,5.425372356884623,,,6.0735365693908685,,,3.9642479798716512,,,,,5.649532546121417,5.733867439705704
Equatorial Guinea,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,2004,6.300974994444804,8.04521348437211,4.271160625087476,8.497613784352115,7.0174279323405955,6.450791534928445,6.144677773926734,8.799943881144554,,5.5447359999570995,8.070192730436386,,2.8616331572559686,,,4.185013365859642,,,5.996395065594474,,,,,7.205371773528688,6.109040702455503
Ethiopia,2004,3.8918282713542856,2.1524373359514226,4.97182004338491,1.800669548538662,0.011339097077324485,7.663079344896531,3.8838359545675583,4.572724940570155,,1.3316598030374711,4.916666666666667,,,,,,,,2.2106033360331496,,,,,4.257595496050509,3.955247546131339
Fiji,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,2004,7.699737228067221,10.0,4.712177159910285,8.122494143135103,8.122494143135103,8.572775841551548,8.127608940602263,9.321539512454358,,8.349797589316076,9.494066382090473,,4.270928362809583,,,5.82551186596965,,,6.380720597169312,,,,,9.53103741602213,7.58017210903594
France,2004,7.1611431483629735,9.356636688557973,4.02102663655475,6.091978383247021,6.091978383247021,9.74715874626287,8.268691564098162,9.494207358688328,,8.24593576241029,8.23856992000675,,3.4351111915738035,,,4.950636837250915,,,4.910609542010137,,,,,7.767141695990161,6.639965031469809
Gabon,2004,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",2004,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,2004,5.338805670870729,4.8816326775613055,4.321893609042008,5.479104992930569,0.9911945414166942,7.119689150018826,6.147847533814761,7.149423621846428,,4.922595208735873,5.011363636363636,,4.214788919421645,,,5.986140419273751,,,4.361034482554436,,,,,5.581323000293793,5.101118474738598
Germany,2004,7.082341146570822,10.0,4.055878516013634,6.2960033622411515,6.2960033622411515,8.392618196084655,8.378267070177246,9.30570139462828,,8.336404039093642,8.22783945756303,,3.4744090857632997,,,4.757968449661473,,,5.424008591840544,,,,,8.125811321006163,6.783775392244337
Ghana,2004,5.556149335265157,3.584074116977498,6.479734683450115,3.3792930684880034,0.42485473697600756,7.995621321326927,5.4939036690166745,6.9341347201555825,,1.7822121032181777,8.156727920743498,,,,,,,,3.938291386671158,,,,,6.800059346092932,5.826144914496777
Greece,2004,6.4446786016762525,7.9538303055765045,3.464237645733699,7.075902730318042,4.513146260636084,8.21920444931636,8.34934926150394,9.296348227492214,,7.575750814989855,7.518238691875541,,5.480535904488478,,,6.895148500032148,,,5.474941864563151,,,,,7.25439002418665,6.75395194995101
Grenada,2004,5.23729657980223,,4.497290306056338,5.977302853548123,2.354605707096245,,6.47750160003887,7.60951518072047,,5.345488019357271,9.444444444444445,,5.421384175723057,,,5.421384175723057,,,6.087791561515572,,,,,6.710335462715486,6.563125637373279
Guam,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,2004,5.718754183889888,4.505746029182521,6.125823806556183,4.204792705058568,1.3492895212282472,7.719237931342338,6.457982230435647,6.990864150344378,,3.690161592007327,6.555577508240013,,5.9425887183093815,,,6.666938225787727,,,4.426870218357985,,,,,5.652109779115974,5.797717122474012
Guinea,2004,4.063921261019629,2.2410855689831086,7.062073696149272,1.499827436264553,0.09205687252910622,5.45269834268158,3.801610397167352,5.754472876103055,,1.8487479182316504,5.0,,,,,,,,3.114811153854259,,,,,5.699826972467116,4.336033956901671
Guinea-Bissau,2004,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,2004,4.4355760559623265,5.764163375233069,4.028006398997936,1.2192969425603593,1.2192969425603593,6.730837507057946,5.823878346635613,7.5418379222303695,,4.105918771040856,8.16946386937045,,,,,,,,4.0164240016349435,,,,,5.9268976168966745,5.674447978100003
Haiti,2004,3.0229852936426953,2.219800115008583,5.352213189204756,2.884235418924329,0.22937683784865762,0.0,4.291851180401223,4.740049694267605,,1.8984847628992567,4.285438691468432,,,,,,,,2.392432518262444,,,,,3.5655020140548377,3.5328519627919803
Honduras,2004,5.327303329382018,4.478893930722254,5.313101528555638,4.367029507786083,0.5540575155721672,6.61425755985034,5.518197558610346,7.977462095240982,,3.0589330219797106,7.257893214653692,,,,,,,,4.339718141064221,,,,,5.507469780330244,5.505493190327257
"Hong Kong Sar, China",2004,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2004,6.736149530036383,8.646155559383233,3.9009826726346515,7.646289438755302,5.389581877510604,7.8951034944039815,7.253072616562011,8.726994482885154,,8.261732526744039,8.797441423097757,,3.520747574344047,,,5.10647023431269,,,5.107292840048079,,,,,6.8716028933746145,6.396642461712901
Iceland,2004,8.71202383784273,,7.470182845454793,8.882102410470411,8.882102410470411,9.78378625760299,8.905695412713438,9.461593236110803,,8.349797589316076,9.502399997550041,,5.550862522500736,,,5.417701822462054,,,7.065895832338403,,,,,9.587474767737573,8.220130784106914
India,2004,4.808753894299998,2.52287691780925,5.5369746555160715,3.2278894106493223,0.24992822129864584,6.238800742837598,4.99091539502705,6.4958171859453895,,1.3430658338336992,6.744221192851254,,,,,,,,4.785415116740182,,,,,3.7134112639897934,5.390309845351292
Indonesia,2004,4.323576585711476,3.6763278659814818,5.287173905481527,4.87986440026448,0.7212498005289583,2.9155141501598614,5.919938009548452,7.342702378646887,,2.6547485994978124,5.669111710547629,,,,,,,,3.8518557573074315,,,,,4.480678459350952,5.00723866892956
