State,Year,1: Opportunity,1A: Poverty,1B: Employment,1C: Community basics,1Cii: Communications infrastructure,1D: Entrepreneurship,2: Health & Environment,2A: Physical health,2B: Mental and emotional health,2C: Environmental health,3: Freedom,3A: Political freedom,4: Community & Relationships,4A: Community life,4Aii: Religious Engagement,4B: Family life,4Bi: Prevalence of marriage,4Bii: Prevalence of divorce,5: Living Standard,5A: Current living standard,5Aii: Perceived current living standard,5B: Improvement in living standard,5Bii: Perceived improvement in living standard,6: Peace & Security,Summary Score
Tanzania,2009,5.4521297160866,1.7516009499315126,8.769151268133191,4.461088380842227,2.1217292616844534,8.058807981526071,4.687370889444201,5.806722723924723,6.4,1.8553899444078803,5.378293337876761,2.9,5.709670241885631,5.906886328788477,7.933772657576956,5.512454154982783,5.811079515769557,7.361577467736452,3.5043142784773282,2.770233388804783,3.3499999999999996,4.238395168149873,2.35,6.144735793779888,5.146085709591735
Thailand,2009,7.5955712487075235,7.0901970944228525,7.594081062033871,7.564881012375859,5.779114024751717,7.468697074705033,7.402088322155104,8.602146586881751,8.559776090342977,5.044342289240586,4.513231596258118,2.3666666666666667,6.58532668770102,6.701046069176137,8.372092138352272,6.469607306225902,6.524326987529283,8.680788733868225,4.820843376725834,5.23425328159893,4.75,4.4074334718527375,3.95,5.652524739951601,6.094930995249867
Togo,2009,4.649331433691701,3.310645728875617,9.151427831623637,3.8382933995154804,1.9672487990309613,4.1096235417771,4.553665110615857,6.295622213730378,5.756666666666667,1.6087064514505292,5.244218001236896,2.0,5.087510739486492,4.266035530384467,6.7687377274356,5.908985948588517,6.339359471748608,7.361577467736452,1.8505663509386043,1.1150301352038698,0.7833333333333334,2.586102566673339,1.1,4.758880642277637,4.35736204637453
Tonga,2009,7.357961615548791,,6.640792037055089,6.4018271712626245,2.901808342525247,9.031265638328659,6.762232235397975,8.414872600030153,,5.109591870765797,6.666666666666667,3.3333333333333335,6.078981719158423,,,6.078981719158423,4.812570046857028,7.345393391459819,4.09466969804893,4.519933822329126,,3.669405573768735,,5.567948363410797,6.088076716371931
Trinidad And Tobago,2009,7.243315913338586,7.740586886503472,5.8656308323466995,8.393667693828187,6.916616959084945,7.660027487347901,7.2442196667781955,8.029257745007193,7.961716523884308,5.741684731443082,7.719714938706325,5.216666666666667,5.449875053265349,5.389056533090049,6.3981130661800965,5.5106935734406495,4.787181121876995,6.036359795625463,4.852848441029469,6.203848524563176,4.416666666666666,3.5018483574957613,2.583333333333333,6.107193043443808,6.436194509426955
Tunisia,2009,6.344559690582935,7.142471659421681,2.1551244634987894,6.780825912692347,5.727066325384691,8.894376417301862,7.355113688209889,8.70791799908459,7.975,5.382423065545077,3.411403659293691,0.45,6.236199837653894,4.692802058695544,6.3156041173910875,7.779597616612243,5.546939537780032,8.680788733868225,6.084364934677692,6.273422282206479,6.6,5.8953075871489045,5.75,7.157936936719145,6.098263124522874
Turkey,2009,6.220463380426169,7.47494544364402,2.1009187369918196,7.763603075347561,6.4455341506951225,8.15284964614745,6.921019736674125,8.675277574820164,6.62,5.467781635202208,4.293486995972093,3.8833333333333337,5.289068864940432,3.6659440325157275,5.671888065031455,6.912193697365136,7.266344257892886,6.732921310345935,3.620545552909528,4.737519075323693,2.8499999999999996,2.5035720304953624,1.6,5.588568302456821,5.322192138896528
Turkmenistan,2009,4.933796854893685,4.391677709621478,4.302133789974534,6.1075790650850434,2.264678380170088,,7.002214952537865,7.450680246154755,7.757272079439865,5.798692532018972,0.0,0.0,5.55798522711258,4.559018645436689,4.438037290873378,6.556951808788471,5.785185667659421,7.32871794991752,7.650593070999928,6.674347078299995,7.8,8.626839063699862,8.1,4.784218650544785,4.988134792681474
Uganda,2009,5.524328634797767,3.0108290017740673,7.673079870643482,4.4052811813982276,1.535342612796454,7.672453120173057,5.278634680377511,5.8553194083333,7.709999999999999,2.270584632799233,4.445774774988907,2.1166666666666667,5.628762382176939,5.631466198982307,8.152932397964614,5.6260585653715705,5.811079515769557,7.361577467736452,3.717528374025849,2.505071683006756,3.05,4.929985065044942,3.3,4.978810730637959,4.928973262834155
Ukraine,2009,6.210710910221339,7.433816093829518,4.424100517358682,7.908442317348468,5.850777234696937,7.36719562257003,6.562387003981843,8.414831388111839,5.56734517134061,5.704984452493079,5.619431505551397,5.133333333333334,3.598734452456911,2.2205127851702287,3.151025570340457,4.976956119743593,6.067526615053907,1.1182567934405818,2.656982038461875,3.534721899757513,1.8499999999999999,1.7792421771662372,0.35,4.869184005273018,4.91957165265773
United Arab Emirates,2009,7.818728255940872,,7.625066867941916,8.012522990760818,7.021661981521635,8.797323165060753,8.19566247717159,8.795886991896179,8.765,7.026100439618593,4.163265570277746,1.6666666666666667,6.288050999100017,5.675859435304822,7.741718870609645,6.900242562895211,7.131779405717184,8.680788733868225,5.380317048594728,8.585634097189455,8.1,2.175,4.35,8.383294653292245,6.704886500729532
United Kingdom,2009,8.013275927359516,9.06907289267639,5.097437451489338,10.0,10.0,8.38986929263185,8.717614472693702,9.429056810073071,8.373989018691956,8.349797589316076,8.500575858047585,6.45,4.755988240683779,3.7629955744797208,2.2059911489594413,5.748980906887838,5.346390918127441,2.871145635611204,4.915467513873268,6.914422906633968,5.2,2.916512121112568,2.65,7.891658004058534,7.132430002786063
United States,2009,8.148682391485861,10.0,5.033555623069935,9.709377601824691,9.709377601824691,8.680478732534679,8.35500374700495,9.258266885119106,7.8972720794398645,7.909472276455879,8.432038918339853,6.15,5.012034293163847,5.254191102382498,5.028382204764995,4.769877483945196,6.456038900527856,2.019671354806204,5.64478136504244,7.721722530007239,6.25,3.567840200077641,3.8499999999999996,6.569657627926712,7.027033057160611
Uruguay,2009,7.14059224117197,7.33371453454296,5.552783611219009,8.327237840772042,6.827685681544084,7.129225219325839,7.990119906322451,8.98291808622023,7.359092951714246,7.628348681032875,8.361249220346862,6.75,3.954481199735951,2.5534445668972423,2.5068891337944845,5.35551783257466,4.038836539403473,1.701971834670565,5.811270375776715,5.847497599840754,5.1,5.7750431517126755,4.75,7.410414043543798,6.778021164482959
Uzbekistan,2009,6.195194239439776,3.8073644806403477,4.32613983343939,6.596434777068495,3.263941463227898,8.426032106050643,7.006533351960631,7.728874356211797,8.236033800623362,5.054691899046735,2.279166666666667,1.05,5.087632271967854,3.116577413801245,2.753154827602491,7.058687130134463,7.738336586916168,7.926333277477518,6.44188758791968,5.30389927555545,6.95,7.57987590028391,7.15,5.631597952369589,5.4403353450540335
"Venezuela, Rb",2009,6.26891027937282,6.591547739596465,5.437786231726325,7.756086513482239,5.960974026964479,5.519130912059068,7.831382779066712,8.995234738992805,8.907843263240084,5.591070334967248,4.595903993431649,2.316666666666667,5.190494870287158,3.8546400948000197,5.3292801896000395,6.526349645774297,3.889495941489764,7.361577467736452,5.353295603430447,6.4681185120108236,6.4,4.238472694850071,3.45,4.758401548298003,5.66639817898113
Vietnam,2009,6.971392996015565,4.454772583177092,7.898809898209251,7.5160777279766515,5.754451001407849,7.9873047707148315,6.364962866369683,8.443385074550294,7.425000000000001,3.2265035245587512,2.8208333333333333,0.65,4.979145001801026,2.047193304394911,2.2743866087898224,7.911096699207141,6.531137812660557,9.741012285960416,5.968374321163874,5.5248954869249545,7.2,6.4118531554027935,6.05,6.572200608714351,5.612818187899639
"Yemen, Rep.",2009,4.47912705385719,4.207201434248972,2.0184476437156964,4.077753157211606,1.9297807429946403,7.212233034109675,4.932520903926999,6.128825983201939,6.83,1.8387367285790581,2.841666666666667,1.8333333333333335,5.620507573732278,4.627869165214596,6.685738330429193,6.613145982249959,8.45247929566481,6.042366201604678,3.6730927959672255,3.61438608634412,3.75,3.731799505590331,2.8,4.462202096231814,4.33485284839703
Zambia,2009,4.953935212789796,1.7872080116340099,5.566754546191447,3.9948223051739022,1.8468156103478035,8.27089120094962,5.0487885381772015,4.748469431765397,8.185,2.212896182766207,6.758748893850807,4.183333333333334,5.147767635253011,5.675124271739066,8.180248543478132,4.620410998766956,5.811079515769557,4.723154935472904,3.6062381924060967,2.9007990877193075,3.5,4.311677297092886,2.8499999999999996,5.57021691149206,5.180949230661496
Zimbabwe,2009,5.537941062155402,,8.433455142198907,5.047706583171402,1.737879482132277,3.8206025232512975,5.323827927569236,5.652916957769943,7.64,2.6785668249377643,2.2515832054408396,0.9333333333333333,5.044817196208105,5.01213425602901,7.3442685120580204,5.0775001363872,5.811079515769557,6.042366201604678,3.45,1.4000000000000001,1.4000000000000001,5.5,5.5,3.6107358355723504,4.203150871157655
Afghanistan,2008,3.992712894683313,3.5238987512325872,3.2350075630999022,1.6072715603636745,1.3987751207273489,7.087386598720401,4.560639115145683,6.0550539144127,6.135,1.4918634310243497,2.720833333333333,2.216666666666667,6.470648311989343,5.424727445774582,7.549454891549164,7.5165691782041035,8.980759251643862,8.680788733868225,4.034991649876423,2.954160031466053,4.25,5.115823268286792,3.65,3.362103457158733,4.190321460364471
Albania,2008,6.09009767285625,7.25023248298892,3.2946534404332923,6.546122929776598,3.4983818595531955,8.129479511082442,7.626819702034371,8.586348773783662,7.510945080477953,6.783165251841499,6.668277129976044,4.533333333333333,5.308120274538623,2.3725712277920543,2.851809122250775,8.243669321285191,7.33620508020731,8.476511386735494,4.960958246111202,4.464169197375021,3.25,5.457747294847383,3.2,6.263020125181291,6.152882191782964
Algeria,2008,5.419026534089398,6.00162879207244,2.0459264297329898,5.850073352843974,4.4352787056879475,8.327504095797586,6.982025689755621,8.391190994920201,7.16,5.394886074346661,3.8025375934303094,1.7333333333333334,5.899461558395035,5.015233953452848,6.800467906905695,6.783689163337222,4.886589592806219,8.680788733868225,4.736051876264671,5.120707907477899,4.6,4.351395845051444,4.300000000000001,5.837140871429235,5.446040687227378
Andorra,2008,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,2008,4.916393421325013,3.117386773362156,6.366684664195133,4.474661356527707,2.0017907130554145,5.453234312540073,4.888655405250154,4.677435132693608,7.895,2.0935310830568565,5.341666666666667,1.1333333333333333,5.637341068418938,6.238028717135747,8.336057434271497,5.036653419702128,,,6.818461746226148,5.536923492452296,6.1,8.1,6.199999999999999,5.089889265762047,5.448734595608161
Antigua And Barbuda,2008,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2008,6.757713870219712,7.031540157345367,4.993668017223522,8.20096524386575,6.636017287731502,8.422395932663926,7.621137652612677,8.868532228712198,8.022997468847798,5.971883260278033,7.194038806235258,5.066666666666667,5.281743279306144,3.618899372464598,4.397798744929197,6.944587186147688,3.655415786410599,8.680788733868225,5.835826401372277,5.6043980705452885,4.6,6.067254732199264,3.7,5.539149443104751,6.371601575475136
Armenia,2008,5.931231326643118,6.8734030508738755,2.935344332467112,6.249630683218593,2.5474849664371857,8.147778566656012,6.8631224641345,8.378483014304283,7.844857204049944,4.366027174049276,3.8208333333333333,0.9833333333333334,5.638015589887423,3.5774523491747727,4.424904698349545,7.698578830600073,6.0293486470901545,7.528799285538067,6.28259410131713,4.81518820263426,3.9,7.75,5.5,5.719795584354853,5.70926539994506
Australia,2008,8.173702247745359,9.177983026109855,6.208688324990954,9.882883668175195,9.882883668175195,8.768956219450795,8.674378725593437,9.508469973756632,8.164868613707604,8.349797589316076,6.832294749193688,6.85,5.088524106581566,4.142957584952189,2.575915169904377,6.0340906282109446,5.576581914013046,4.648051845552845,6.423589477857565,8.197067065706317,7.65,4.650111890008812,4.2,8.47468617646144,7.277862580572176
Austria,2008,8.120538849613727,10.0,5.675512363281916,9.22786904042401,9.22786904042401,8.01931284436271,8.507478942378995,9.432207462119312,7.740431775701598,8.349797589316076,8.406103058192654,5.85,5.502480432613058,4.8465308061178725,4.453061612235745,6.15843005910824,5.293770139346984,3.7972221905521852,6.452206728031643,8.446401401131382,8.05,4.458012054931902,3.5,8.278228665638967,7.544506112744841
Azerbaijan,2008,6.825590197093315,7.404075793081768,5.6929440315944575,6.986391012242434,4.004694524484868,8.464540148547917,6.30956219773186,8.073462561130302,7.965439797507823,2.8897842345574545,3.779166666666667,1.3833333333333333,5.689593034975706,3.5206323125224888,3.4112646250449776,7.858553757428924,7.435900699647279,8.237165463567575,6.942892648051961,5.810785296103923,5.75,8.075,6.15,5.776737831460866,5.887257095996729
"Bahamas, The",2008,7.220177206288644,,6.2803372240567725,6.55891110954628,6.55891110954628,8.82128328526288,8.050146620422279,8.772899366348641,,7.3273938744959155,7.962670268854631,10.0,4.607593809430609,,,4.607593809430609,4.214648556551394,5.000539062309825,5.849345546416641,8.409761581296575,,3.2889295115367077,,7.520056780452666,6.868331705310912
Bahrain,2008,8.101402116937843,,6.732956280777026,7.8838012358631415,6.489880138392952,9.687448834173363,,,,,6.0977485394084745,3.3333333333333335,,,,,,,5.675291880272731,7.8966935930942155,,3.453890167451246,,7.202600207437666,6.769260686014178
Bangladesh,2008,5.4426709601172405,2.324705433918922,6.685430815045474,3.5470359737713197,1.6280716475426389,7.196182577850485,5.5698941728419555,7.328315249072374,7.684999999999999,1.696367269453492,5.979577983640882,2.9,7.126833583021772,5.519704141932897,8.399408283865792,8.733963024110647,9.9052491746072,9.999999999999998,4.694569719544514,3.7665017933623304,5.199999999999999,5.622637645726699,4.3,5.6057443141619965,5.736548455554727
Barbados,2008,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,2008,6.250756466537936,8.162628766872146,3.005787295891557,7.70189373114115,5.442344762282302,7.123472538784828,7.025041417302753,8.5544779644536,5.289636682244357,7.231009605210303,4.354166666666666,0.65,3.6109873535260917,2.0640077822775305,1.9180155645550607,5.157966924774653,6.717366480583189,1.3853140863329925,5.63681838700877,5.194859723227438,3.7999999999999994,6.0787770507901016,2.5,5.455109074020673,5.388813227510481
Belgium,2008,8.014700926098474,10.0,4.203389350898933,10.0,10.0,8.490115279593441,8.32283146109108,9.414438407686315,7.208919314642647,8.345136660944279,8.39139459275087,5.9,4.494814312055634,3.238077112304449,2.836154224608898,5.751551511806818,5.504112237746797,2.64310960796353,5.670584801723096,7.697955348264273,6.7,3.6432142551819204,2.45,7.8861754976183756,7.130083598556254
Belize,2008,5.572345614957081,5.695269893121321,5.250770863079428,5.201840289914,3.373838579828001,6.753847028670659,7.373252917155171,8.558963436542992,8.11,5.450795314922523,7.499922772282135,6.15,5.7633672004710945,5.045548987212433,6.581097974424866,6.481185413729757,4.585861935155533,8.471832339984935,4.563636509133693,5.1032992034577465,4.65,4.02397381480964,3.6500000000000004,4.804323883062205,5.929474816176896
Benin,2008,4.72268243036936,2.4451518527075526,7.728048770373933,2.5823304844734416,2.2944499689468834,6.2378810442918775,5.255381955131045,6.688622140721041,7.290000000000001,1.787523724672095,6.374187005303139,6.166666666666667,5.506747288712458,5.021714126222839,7.5634282524456795,5.991780451202075,6.445015462944418,7.889261974189161,3.110100890279318,2.238931561740436,2.15,3.9812702188181994,3.2000000000000006,6.279639467623013,5.208123172903055
Bhutan,2008,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,2008,6.337126090261212,5.330479150478803,7.1855893926897165,6.002723489006686,2.9356369780133726,6.756838419130854,5.934258982346575,6.709601171738513,8.27,2.8231757753012103,5.684514765890073,3.933333333333334,5.967318175346031,4.9494883910700604,7.028976782140122,6.985147959622001,5.414869548785269,9.999999999999998,4.6075718407808965,4.369410634037461,4.2,4.845733047524332,3.75,5.41099653427431,5.656964398149849
Bosnia And Herzegovina,2008,5.604423202176821,7.340399261269865,0.2785671158010748,7.616081770097773,5.468433903831912,6.867067863715385,6.923424642950528,8.852612114513903,6.330782853064015,5.586878961273665,5.6875,3.3500000000000005,5.8237031816620615,3.590825028729877,5.228316724126421,8.056581334594247,6.2475469556296,8.902446034779476,4.652852677086456,4.084837574666513,2.45,5.220867779506398,2.9,6.412418631370189,5.850720389207676
Botswana,2008,5.829838088667267,4.39955898707723,4.834953020135462,6.235488977843168,4.108223205686337,7.519189458280471,5.788856820259234,5.691719900122532,7.965,3.709850560655172,8.253786561524317,7.466666666666667,5.187734111470046,4.6074581623246065,6.014916324649214,5.768010060615487,2.377259801905728,8.680788733868225,6.382888111381132,6.328182157981852,5.8,6.437594064780411,5.65,7.547233185442995,6.4983894797908315
Brazil,2008,6.188536313244519,6.382654387325349,6.116158340198319,7.094658032541156,5.185654065082313,5.749210806157774,7.2768714627177316,8.570430952281583,8.520185046729257,4.739998389142352,5.453819139374408,4.816666666666667,5.705694293539194,4.740815632627456,6.521631265254912,6.6705729544509325,6.339359471748608,7.361577467736452,6.173768564379989,6.1101176275178295,6.0,6.23741950124215,6.2,5.8004169590211845,6.0998511220461715
Brunei Darussalam,2008,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,2008,6.6453124963892805,8.091791770706896,4.659893107172797,8.515216928497072,7.199655856994143,7.0563273422363055,7.70793280381747,8.674568202717332,6.099432619419001,8.349797589316076,7.040215702718979,4.900000000000001,4.135617133116878,1.6959180745098439,1.6818361490196878,6.575316191723913,5.168671473159886,6.186866993987922,4.452956047932534,4.348372106201362,2.033333333333333,4.557539989663706,1.25,6.091790218842234,6.012304067136231
Burkina Faso,2008,4.871527608981409,2.4985378494252597,8.522980631277367,1.958067170763866,1.043213341527732,7.568052393440554,4.629785426761217,5.569289822500409,6.6,1.7200664577832425,3.5833333333333335,1.9666666666666668,6.11604983073161,4.75385832355089,7.4677166471017795,7.478241337912329,6.999709416722422,8.680788733868225,3.3303770314636596,2.1946173482863465,2.35,4.466136714640973,3.6,6.266935534663742,4.799668127655829
Burundi,2008,4.993102037771547,1.6941709279496762,8.919849920303903,4.507410087362995,0.3200331747259917,5.954079253241158,4.126503277434369,4.364053874575772,5.745,2.270455957727337,4.748241386381566,3.0,6.133841034549031,4.868032749624393,8.386065499248787,7.399649319473668,7.527989372701472,8.680788733868225,1.9517785926150166,0.5965140977480148,0.8999999999999999,3.3070430874820183,1.75,4.999955948646793,4.492237046233053
Cambodia,2008,6.017111058528011,3.781826731694381,8.706894872290437,4.701245816162006,1.643837632324011,5.495587872493231,5.322520121980314,6.8816029606909,7.324999999999999,1.7609574052500425,5.791666666666666,1.2333333333333334,5.580043500410105,4.121775419592058,6.343550839184116,7.038311581228153,8.320409306670047,9.999999999999998,5.9867088219451805,4.981315225825267,6.950000000000001,6.992102418065093,5.7,5.511470573711862,5.701586790540356
Cameroon,2008,5.548302969290583,5.081735709841119,6.862278761446378,4.412166604144537,1.7359872082890753,6.625333771020884,5.076479818449048,6.240520284173017,7.035,1.953919171174129,4.924704402555596,1.3833333333333335,5.995838086186898,5.459675024941374,7.659350049882749,6.532001147432424,4.754519603811456,8.680788733868225,3.366662337937583,2.9447093967500044,2.8,3.7886152791251617,3.2,4.978688304417708,4.981779319806236
Canada,2008,8.12154415523312,10.0,6.0255504870610945,8.501947236469913,8.501947236469913,9.050223052634598,8.643200076405067,9.472121604072978,8.107681035826145,8.349797589316076,8.82007479530267,6.550000000000001,4.76486670871564,4.462236852692108,3.2744737053842154,5.067496564739173,4.902272216140099,3.4517001169669324,6.800204250116402,8.414784426192774,8.0,5.185624074040027,5.85,8.303122215322107,7.575502033515835
Cape Verde,2008,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,2008,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,2008,4.054353609498891,2.002161215425066,7.608016721505949,2.0160566981001695,0.7933966819146243,5.065533412463272,4.587507313102853,4.534902313267842,7.85,1.377619626040718,2.475913869438771,0.15,6.2368277931778175,5.614269580821049,8.358539161642097,6.859386005534587,8.45247929566481,7.361577467736452,4.504316716620912,4.143600480023808,5.550000000000001,4.865032953218016,6.199999999999999,3.0402302085223223,4.149858251726928
Chile,2008,6.813615456086483,7.335942026128283,4.549549344834787,8.126163656354407,6.387426312708816,8.216422253114933,7.658296363144989,9.241190569881528,7.411249688474161,6.322448831079279,7.986281545036491,5.75,5.419259320811956,4.075413247893307,4.520826495786615,6.763105393730605,3.9193701969971695,9.852399918727679,5.230606970170748,5.714231677178623,4.449999999999999,4.7469822631628755,3.65,6.9415459898124405,6.674934274177185
China,2008,6.8422590205226435,5.320209913004973,6.9563712251080325,6.625758344985927,3.823154889971854,8.488955619514284,6.253052852752978,8.322135431414921,8.24,2.1970231268440146,3.207956742945961,,3.4687473651552203,1.68,,5.257494730310441,6.002089287889237,5.7874500852567206,7.5255065596188,5.901013119237602,6.6,9.15,8.3,5.117328468397948,5.402475168232258
Colombia,2008,6.50539382982794,5.7351675248611285,4.67811258865462,7.495394370880492,5.652971741760983,8.33829466474346,7.007368017335845,8.619930339328889,8.454571612149836,3.9476021005288087,6.511434245734878,3.633333333333333,5.913019593338142,5.159645907949853,6.919291815899707,6.6663932787264315,3.6979596918533546,8.680788733868225,5.689333255150181,5.485297506202759,5.05,5.893369004097604,5.449999999999999,3.6152652950289164,5.873635706069318
Comoros,2008,3.8262238124570143,2.9429831693776705,2.032407168602073,4.030113190319304,0.698536107911336,6.29939172152901,3.4146501875244946,4.802164661127048,,2.027135713921941,5.555555555555556,6.666666666666667,,,,,,,2.5073348314961876,1.9008276385820355,,3.11384202441034,,5.298679896355435,4.120488856677737
"Congo, Dem. Rep.",2008,3.1737958308896945,1.6580002137328473,7.038864870473331,3.4806872765831796,0.8408205531663585,0.5176309627694208,3.018268183633497,4.872467192801289,,1.1640691744657046,4.604396863881798,1.6666666666666667,,,,,,,2.862122457334813,0.0,,5.724244914669626,,1.39267205824718,3.0102510787973964
"Congo, Rep.",2008,4.0724959448734435,2.6082315898649178,6.630754805395957,2.4883677467664436,2.4883677467664436,4.775125582339903,4.814937665610201,5.467769593051422,7.305,1.6720434037791834,4.911338092117684,1.0833333333333335,5.0195032653942775,5.3447421314604275,8.029484262920855,4.694264399328128,3.697959691853354,6.042366201604678,3.4087424438039857,3.339920544897292,2.5,3.4775643427106795,2.75,4.8056462904623665,4.505443950376993
Costa Rica,2008,6.744129452791082,6.990471213920014,5.710364747706871,6.13817637957825,2.6884552137019546,7.801634922750279,7.732198711493713,9.227990963358414,8.561473598131185,5.407131572991539,8.452040983179781,5.9,5.75209293890143,5.368184453354353,6.686368906708704,6.136001424448504,4.677692947353599,4.931624137611511,5.450928467802452,5.838837221942628,5.3,5.063019713662275,3.45,6.7095806608746775,6.806828535840523
Cote D'Ivoire,2008,5.324614313747013,4.113417281287084,6.420487150118012,4.191588631197592,2.9180648987588214,6.5729641923853634,3.9804250702576898,5.778840047799235,,2.182010092716144,3.965350114802282,1.6666666666666667,,,,,,,3.4246812921917757,2.838538546580181,,4.010824037803371,,4.78645738435695,4.296305635071142
Croatia,2008,7.05863135324474,8.652818283622072,3.854914715920863,8.644152195209681,7.42225499041936,7.711271571471087,7.341514143498277,8.973603577979446,6.511195612669515,6.5397432398458735,7.174631181222213,5.166666666666667,5.009851746922541,2.6794344035806548,3.8755354738279766,7.340269090264427,5.804408696732459,7.287961125501968,4.659167744861808,5.242812088786629,3.0999999999999996,4.075523400936986,1.85,6.829199896404313,6.3454993443589816
Cuba,2008,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,2008,7.302712115544047,,6.111112166576722,8.794130128756027,7.7766612575120515,8.575606166843441,8.667080301408694,9.373364732355235,8.278078582554768,8.349797589316076,8.066840577492162,10.0,5.350688296114141,4.388895833930222,5.411125001193779,6.312480758298059,7.066234616442644,5.896790431773482,6.076987523139869,7.587451549679298,6.949999999999999,4.56652349660044,3.5833333333333335,8.313252504693775,7.296260219732115
Czech Republic,2008,7.578645518597019,9.98909611124846,5.304964216648372,8.458679146103268,8.458679146103268,7.835488118984995,7.993602273424505,9.130332297851183,7.186658644860442,7.663815877561892,8.083574590736465,5.9,3.4432073872276856,2.0779522805626938,1.4259045611253875,4.808462493892677,5.287877769964234,1.311246815377796,5.629910014477087,6.556032784943382,5.05,4.70378724401079,2.8,7.034545069097057,6.627247475593304
Denmark,2008,8.58064023568144,10.0,6.414675936419145,10.0,10.0,8.598525241988053,8.574419960146043,9.277478763084122,8.095983528037936,8.349797589316076,8.824244465978653,6.65,4.599838245244577,3.003453693813423,1.6169073876268465,6.1962227966757295,6.163348964503807,4.070929968316219,6.757922063765663,8.9883681849664,9.25,4.5274759425649265,4.5,9.326391259499955,7.777242705052721
Djibouti,2008,3.674315926589616,4.447956403820079,0.950746406307419,0.7551826424079692,0.7551826424079692,5.927694180412614,5.986515722151528,5.849151619347652,8.465,3.645395547106933,5.9,2.566666666666667,6.731371814171506,6.44111317569519,8.742226351390379,7.021630452647824,4.622449614816693,8.680788733868225,5.719921297117988,5.190997776844607,7.2,6.248844817391369,6.85,6.9358468497381365,5.824661934961462
Dominica,2008,6.815234958703097,,4.181340900282601,7.094891085438499,7.094891085438499,9.169472890388189,6.435860910781519,8.932461262503669,,3.9392605590593686,10.0,10.0,4.958491487244588,,,4.958491487244588,2.9981799657581227,6.918803008731053,6.813752163561714,6.404066165452125,,7.223438161671304,,7.068213992920732,7.015258918868607
Dominican Republic,2008,6.266123375234924,6.498288763243291,4.161985963539966,6.642922694001722,4.418257054670111,8.20741945538964,6.496689646653458,7.991939815864211,7.57,3.928129124096161,7.739065614650404,5.7666666666666675,5.175637963117893,4.755208868949971,6.110417737899943,5.596067057285815,2.9598902993177596,6.486745895139779,5.392182602021714,4.915360009266062,4.05,5.869005194777367,4.05,5.372620696557117,6.073719983039251
Ecuador,2008,6.435718158539848,6.303228736735999,5.860607478897224,6.518853196441237,4.617721892882473,7.235901380624784,7.327386657190362,8.137713090594888,8.102762149533115,5.741684731443082,6.55113879259883,3.9833333333333334,5.812266514551874,4.579368863717801,6.7687377274355995,7.045164165385947,5.679009526774796,8.680788733868225,4.742046611681091,4.96777531936624,4.15,4.516317903995944,3.5999999999999996,5.1065862781683995,5.995857168788401
"Egypt, Arab Rep.",2008,5.685210593509839,6.474751365006691,3.207516956190733,4.953071211261557,2.9852549225231146,7.720713435090214,7.584328681512429,8.24969973749624,8.214795521806858,6.288490785234191,3.568273647384312,1.6666666666666667,6.3475704036362375,5.276661451009462,7.453322902018924,7.4184793562630125,6.876703399838693,7.960255312687333,5.260248216007119,5.347724911745334,5.6000000000000005,5.1727715202689035,3.3999999999999995,5.744718100167812,5.698391607036292
El Salvador,2008,6.604499766519525,6.229541937553009,5.332848342876436,6.903002837665392,5.410875675330784,7.8871057145027885,6.612556349176991,8.387036580272747,7.473877063863445,3.976755403394781,6.953066696568172,4.566666666666667,5.802183991957625,4.860830318313302,7.001660636626603,6.743537665601949,3.7594885013426453,8.54144344914506,4.237252508288619,4.620383064411867,3.9,3.8541219521653702,2.25,5.904550829040988,6.0190183569253195
Equatorial Guinea,2008,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2008,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,2008,7.34035150698426,8.409553086806422,5.471851718753858,9.628402205385605,9.277925138043937,7.891950523975411,6.977574592999779,9.000773086197379,6.390790459502456,5.541160233299508,7.837637248864351,5.65,3.145993785415586,1.6245038911387653,0.9590077822775304,4.667483679692407,4.560212152912174,1.7902194351488312,4.96291427320549,5.428042624012955,3.3,4.497785922398026,2.5,7.4126897705385035,6.279526863001329
Ethiopia,2008,4.645905106969963,2.608070066449387,5.9016865478203195,2.014975693188442,0.1303533863768843,8.934793227391665,4.311766041396974,5.295957750236922,6.268000000000001,1.3713403739540009,3.67,1.7666666666666668,5.325128895642692,5.327713683376163,8.555427366752326,5.322544107909222,6.418601465145466,4.195470429020194,4.513512242294001,2.8510612829372386,4.44,6.175963201650764,3.8499999999999996,4.530194255796773,4.499417757016734
Fiji,2008,,,,,,,,,,,,,,,,,,,,,,,,,
